sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_258,Zhenmao is X and has gone for middle row right and bottom left corner; Sujith is O and has gone for top right corner.,"X:MR,BL O:TR",3,
c_259,Seoyeon is X and has gone for up and right from center and middle row right; Watson is O and has taken below the center.,"X:TR,MR O:BM",3,
c_260,SONG is X and has gone for top right corner and bottom middle; Kim is O and has gone for middle row right.,"X:TR,BM O:MR",3,
c_261,Zhenmao is X and has taken middle row right and bottom middle; SONG is O and has gone for up and right from center.,"X:MR,BM O:TR",3,
c_262,Wang is X and has gone for up and right from center and right of centre; Watson is O and has taken down and right from center.,"X:TR,MR O:BR",3,
c_263,Zhenmao is X and has taken up and right from center and down and right from center; Wang is O and has gone for right of centre.,"X:TR,BR O:MR",3,
c_264,Wenjia is X and has taken middle row right and down and right from center; Goli is O and has gone for top right corner.,"X:MR,BR O:TR",3,
c_265,Fergus is X and has taken up and right from center and bottom left corner; Wenjia is O and has taken below the center.,"X:TR,BL O:BM",3,
c_266,SONG is X and has taken top right corner and below the center; Watson is O and has gone for down and left from center.,"X:TR,BM O:BL",3,
c_267,Zhenmao is X and has gone for bottom left corner and bottom middle; Sujith is O and has taken up and right from center.,"X:BL,BM O:TR",3,
c_268,SONG is X and has taken up and right from center and down and left from center; Seoyeon is O and has taken down and right from center.,"X:TR,BL O:BR",3,
c_269,Goli is X and has taken top right corner and down and right from center; Zhenmao is O and has gone for down and left from center.,"X:TR,BR O:BL",3,
c_270,Goli is X and has gone for bottom left corner and bottom right corner; Sujith is O and has taken top right corner.,"X:BL,BR O:TR",3,
c_271,Kim is X and has gone for up and right from center and bottom middle; Fergus is O and has gone for down and right from center.,"X:TR,BM O:BR",3,
c_272,SONG is X and has taken up and right from center and bottom right corner; Goli is O and has taken bottom middle.,"X:TR,BR O:BM",3,
c_273,Sujith is X and has taken below the center and down and right from center; Wenjia is O and has taken top right corner.,"X:BM,BR O:TR",3,
c_274,Seoyeon is X and has gone for left of centre and middle; Sujith is O and has gone for middle row right.,"X:ML,C O:MR",3,
c_275,Kim is X and has gone for middle row left and right of centre; Watson is O and has taken middle.,"X:ML,MR O:C",3,
c_276,Zhenmao is X and has taken center and right of centre; Wenjia is O and has taken left of centre.,"X:C,MR O:ML",3,
c_277,Seoyeon is X and has gone for middle row left and middle; Wang is O and has taken bottom left corner.,"X:ML,C O:BL",3,
c_278,Zhenmao is X and has taken middle row left and down and left from center; Fergus is O and has taken center.,"X:ML,BL O:C",3,
c_279,Watson is X and has gone for middle and bottom left corner; Fergus is O and has gone for middle row left.,"X:C,BL O:ML",3,
c_280,Wang is X and has gone for middle row left and middle; SONG is O and has gone for bottom middle.,"X:ML,C O:BM",3,
c_281,Sujith is X and has taken middle row left and bottom middle; Watson is O and has gone for center.,"X:ML,BM O:C",3,
c_282,SONG is X and has gone for middle and below the center; Zhenmao is O and has taken middle row left.,"X:C,BM O:ML",3,
c_283,SONG is X and has taken middle row left and center; Wenjia is O and has gone for bottom right corner.,"X:ML,C O:BR",3,
c_284,Seoyeon is X and has gone for middle row left and down and right from center; Sujith is O and has taken center.,"X:ML,BR O:C",3,
c_285,Zhenmao is X and has gone for center and bottom right corner; Goli is O and has gone for middle row left.,"X:C,BR O:ML",3,
c_286,Fergus is X and has gone for left of centre and right of centre; Wang is O and has taken bottom left corner.,"X:ML,MR O:BL",3,
c_287,Watson is X and has gone for middle row left and bottom left corner; Goli is O and has gone for middle row right.,"X:ML,BL O:MR",3,
c_288,Watson is X and has taken middle row right and down and left from center; Goli is O and has taken middle row left.,"X:MR,BL O:ML",3,
c_289,Goli is X and has taken left of centre and middle row right; Seoyeon is O and has taken bottom middle.,"X:ML,MR O:BM",3,
c_290,Kim is X and has gone for left of centre and below the center; Watson is O and has taken middle row right.,"X:ML,BM O:MR",3,
c_291,Kim is X and has gone for right of centre and bottom middle; Wenjia is O and has taken left of centre.,"X:MR,BM O:ML",3,
c_292,Wang is X and has taken middle row left and middle row right; Goli is O and has gone for down and right from center.,"X:ML,MR O:BR",3,
c_293,SONG is X and has taken left of centre and down and right from center; Wang is O and has gone for middle row right.,"X:ML,BR O:MR",3,
c_294,Goli is X and has taken middle row right and bottom right corner; Kim is O and has taken left of centre.,"X:MR,BR O:ML",3,
c_295,SONG is X and has taken left of centre and bottom left corner; Wang is O and has gone for bottom middle.,"X:ML,BL O:BM",3,
c_296,Sujith is X and has taken middle row left and below the center; Watson is O and has taken bottom left corner.,"X:ML,BM O:BL",3,
c_297,Seoyeon is X and has gone for bottom left corner and bottom middle; SONG is O and has taken left of centre.,"X:BL,BM O:ML",3,
c_298,SONG is X and has gone for left of centre and down and left from center; Watson is O and has taken bottom right corner.,"X:ML,BL O:BR",3,
c_299,Wang is X and has taken middle row left and bottom right corner; SONG is O and has gone for down and left from center.,"X:ML,BR O:BL",3,
c_300,Fergus is X and has gone for down and left from center and down and right from center; SONG is O and has gone for middle row left.,"X:BL,BR O:ML",3,
c_301,Watson is X and has gone for left of centre and bottom middle; Fergus is O and has gone for down and right from center.,"X:ML,BM O:BR",3,
c_302,SONG is X and has gone for middle row left and down and right from center; Seoyeon is O and has taken below the center.,"X:ML,BR O:BM",3,
c_303,Watson is X and has gone for bottom middle and down and right from center; Kim is O and has taken middle row left.,"X:BM,BR O:ML",3,
c_304,Goli is X and has taken center and right of centre; Fergus is O and has gone for bottom left corner.,"X:C,MR O:BL",3,
c_305,Wang is X and has taken middle and down and left from center; Zhenmao is O and has gone for right of centre.,"X:C,BL O:MR",3,
c_306,Kim is X and has gone for middle row right and down and left from center; SONG is O and has taken middle.,"X:MR,BL O:C",3,
c_307,Kim is X and has taken middle and right of centre; Wang is O and has gone for bottom middle.,"X:C,MR O:BM",3,
c_308,Seoyeon is X and has taken middle and below the center; Kim is O and has gone for right of centre.,"X:C,BM O:MR",3,
c_309,Zhenmao is X and has gone for middle row right and bottom middle; Wenjia is O and has gone for center.,"X:MR,BM O:C",3,
c_310,Wenjia is X and has gone for middle and middle row right; SONG is O and has gone for bottom right corner.,"X:C,MR O:BR",3,
c_311,Zhenmao is X and has taken center and down and right from center; SONG is O and has taken middle row right.,"X:C,BR O:MR",3,
c_312,Sujith is X and has gone for middle row right and down and right from center; SONG is O and has taken center.,"X:MR,BR O:C",3,
c_313,Wang is X and has gone for center and bottom left corner; Sujith is O and has taken bottom middle.,"X:C,BL O:BM",3,
c_314,SONG is X and has gone for middle and bottom middle; Zhenmao is O and has gone for down and left from center.,"X:C,BM O:BL",3,
c_315,Zhenmao is X and has gone for bottom left corner and below the center; Wenjia is O and has gone for middle.,"X:BL,BM O:C",3,
c_316,Wang is X and has gone for center and bottom left corner; Seoyeon is O and has taken down and right from center.,"X:C,BL O:BR",3,
c_317,Kim is X and has taken center and down and right from center; Fergus is O and has gone for down and left from center.,"X:C,BR O:BL",3,
c_318,Wang is X and has taken down and left from center and down and right from center; Kim is O and has taken middle.,"X:BL,BR O:C",3,
c_319,Goli is X and has gone for center and bottom middle; Wang is O and has gone for down and right from center.,"X:C,BM O:BR",3,
c_320,Sujith is X and has taken middle and down and right from center; Seoyeon is O and has taken bottom middle.,"X:C,BR O:BM",3,
c_321,Watson is X and has gone for bottom middle and bottom right corner; Wenjia is O and has taken middle.,"X:BM,BR O:C",3,
c_322,Fergus is X and has gone for right of centre and bottom left corner; Wang is O and has taken below the center.,"X:MR,BL O:BM",3,
c_323,Wenjia is X and has gone for middle row right and below the center; Seoyeon is O and has taken down and left from center.,"X:MR,BM O:BL",3,
c_324,Wang is X and has gone for down and left from center and below the center; SONG is O and has taken right of centre.,"X:BL,BM O:MR",3,
c_325,Kim is X and has taken middle row right and bottom left corner; Goli is O and has gone for bottom right corner.,"X:MR,BL O:BR",3,
c_326,Fergus is X and has taken middle row right and down and right from center; Wang is O and has gone for down and left from center.,"X:MR,BR O:BL",3,
c_327,Wang is X and has gone for bottom left corner and bottom right corner; Fergus is O and has gone for middle row right.,"X:BL,BR O:MR",3,
c_328,Zhenmao is X and has taken right of centre and below the center; Fergus is O and has gone for bottom right corner.,"X:MR,BM O:BR",3,
c_329,Watson is X and has gone for right of centre and bottom right corner; Fergus is O and has taken below the center.,"X:MR,BR O:BM",3,
c_330,Fergus is X and has gone for bottom middle and down and right from center; Sujith is O and has gone for middle row right.,"X:BM,BR O:MR",3,
c_331,Goli is X and has taken down and left from center and bottom middle; Fergus is O and has taken down and right from center.,"X:BL,BM O:BR",3,
c_332,Wang is X and has gone for down and left from center and down and right from center; Sujith is O and has gone for bottom middle.,"X:BL,BR O:BM",3,
c_333,Wang is X and has gone for below the center and down and right from center; SONG is O and has taken bottom left corner.,"X:BM,BR O:BL",3,
c_334,Wang is X and has taken up and left from center and top middle; Zhenmao is O and has taken up and right from center and middle row left.,"X:TL,TM O:TR,ML",4,
c_335,SONG is X and has gone for top left corner and top right corner; Wang is O and has gone for above the center and middle row left.,"X:TL,TR O:TM,ML",4,
c_336,Wenjia is X and has gone for top left corner and middle row left; SONG is O and has gone for above the center and up and right from center.,"X:TL,ML O:TM,TR",4,
c_337,Sujith is X and has gone for above the center and up and right from center; Zhenmao is O and has taken top left corner and left of centre.,"X:TM,TR O:TL,ML",4,
c_338,Seoyeon is X and has gone for top middle and left of centre; Wenjia is O and has gone for top left corner and top right corner.,"X:TM,ML O:TL,TR",4,
c_339,Zhenmao is X and has taken top right corner and middle row left; Watson is O and has taken up and left from center and above the center.,"X:TR,ML O:TL,TM",4,
c_340,Wenjia is X and has taken top left corner and top middle; Wang is O and has taken up and right from center and middle.,"X:TL,TM O:TR,C",4,
c_341,SONG is X and has taken up and left from center and top right corner; Zhenmao is O and has gone for top middle and center.,"X:TL,TR O:TM,C",4,
c_342,Watson is X and has taken up and left from center and middle; Wenjia is O and has taken top middle and up and right from center.,"X:TL,C O:TM,TR",4,
c_343,Sujith is X and has taken top middle and top right corner; SONG is O and has gone for top left corner and middle.,"X:TM,TR O:TL,C",4,
c_344,Zhenmao is X and has taken top middle and middle; Wenjia is O and has taken top left corner and top right corner.,"X:TM,C O:TL,TR",4,
c_345,Kim is X and has gone for up and right from center and middle; Wang is O and has taken top left corner and above the center.,"X:TR,C O:TL,TM",4,
c_346,SONG is X and has gone for up and left from center and top middle; Seoyeon is O and has gone for top right corner and right of centre.,"X:TL,TM O:TR,MR",4,
